24569,9749,Miriam Albert
65674,9749,Olívio Luckes
83676,1437,Simão Marcond
34383,9310,Catherine Art
74190,9749,Lídia André
21853,3448,Elba Pires
67326,3448,Kelly Aggarba
20861,1881,Natalie Agost
86082,9749,Ana Agrifogli
15531,1437,Júnior Asmuz
9938,3448,Aguinaldo Ala
44884,1437,Moema Aguiari
54338,1437,Zilda Aguzzi
15898,1437,Guiomar Coelh
50597,9749,Calista Abreu
32572,1437,Yukio Alisson
50478,1437,Olívio Agne
80800,9310,Lateefah Alab
38939,3448,Tomaz Amaral
10400,3448,Shakira Cabra
69424,9310,Oliver Korman
41838,1437,Bella Ache
24353,9749,Isabele Moell
66868,1881,Yoshi Otto
31887,9310,Júlia Crestan
38902,1881,Ivan Vasconce
74127,9749,Dênis Couto
15412,1437,Dolores De Mo
50040,9749,Mozart Brito
48270,3448,Léia Alini
49677,9310,Serena Adam
11201,9749,Adalberto And
26400,1881,Yvette Pirozz
38660,9310,Wilson Adamsk
78987,1881,Agnaldo Kogle
37439,1437,Jasmim Domasc
39106,1437,Dorotéa Doura
34023,1881,Jenny Marcond
59878,9310,Zacarias Burt
39895,3448,Virgínia Frei
3202,9310,Lázaro Hamme
53060,9749,Olívia Guttle
94820,3448,Cameron Allen
24879,1437,Romeu Acevedo
89379,9749,Ivan Abatti
85824,9310,Adela Alles
99597,9310,Jonas Gomes
56085,9749,Edmundo Aless
41603,1437,Priscila Koke
69418,3448,Katharina Âng
27353,3448,Carina Alabar
34821,9749,Diego Saccoma
84721,1437,Christina Alm
5937,9310,Raul uglio
1689,9310,Eunice Albine
80555,9310,Diana Abruzzi
39716,9749,Kaio Fuhrmann
57612,9749,Sérgio Allgey
31975,3448,João Motta
95892,9310,Norah Andrade
81936,1437,Manuela Abadi
45828,9310,Laura Allebra
74047,1437,Júnior Hans
17980,9749,Alcyone Baric
8755,3448,Juarez Adla
40743,1881,Kyoko Aito
40651,3448,Manu Guimarae
89393,3448,Ângelo Gomes
69642,9310,Geraldo Gallo
58019,1437,Leandro Otto
23289,9749,Lien Locatell
56651,3448,Alanna Molina
37596,1881,Manuelle Alve
22305,9310,Bernadette Le
81529,3448,Rute Muhle
42545,1881,Natanael Abel
22294,3448,Rosário Gumar
20852,9749,Marly Adorno
65894,9310,André Muller
53622,9749,Romeu Gonçalv
7174,3448,Adolpho Afons
16451,9749,Doralice Abar
83320,3448,Yoko Eugem
86938,9749,Desirée Aguia
88937,1437,Jasmim Marcon
85008,3448,Joy Alcaro
87969,1437,Mafalda Mieba
25697,3448,Filippo Halla
91138,9749,Lívio Achutti
12419,3448,Sofia Docto
82431,1437,Hannah Abati
73074,3448,Hortênsia Aci
1071,9310,Adriana Corre
57734,3448,Marcella Accu
5526,9310,Valquíria Cis
80434,1437,Gabriella Ago
93353,1881,Lilian Moraes
16795,9310,Cíntia Lorenz
51349,1881,Enrico Munari
57873,1881,Fabiana Capel
69833,1881,Filipe Leonel
87992,1881,Zulmira Quart
9401,3448,Dagmara Acord
93457,1881,Rafaella Arie
37325,9749,Raimundo Alfo
72640,1437,Antônio Alber
76248,1881,Giselda Haimb
26523,9749,Lilian Alari
10167,9749,Enzo Doucinsk
25033,3448,César Agne
24164,1881,Judith Anzolc
69739,9310,Sasha Dreher
13043,9749,Wagner Gross
10293,1437,Elzira Koch
96197,3448,Daisy Ajala
42607,1881,Nina Altrovin
25569,9310,Fausto Kaiser
71221,9749,Cynthia Berto
66457,3448,Deise Adorno
5224,9310,Amar Assolin
15126,1437,Abraão Guettl
50654,1881,João Grusz
97316,9749,Lisandro Arto
16909,1437,Olívio Boniso
49696,9749,Margarita Fol
68480,1881,Cora Ferreira
88849,1881,Soraya Adorno
62136,3448,Mirna Harbst
80294,1437,Helena Adams
56924,3448,Valentina Alb
20009,9749,Alaíde Abdall
50127,9310,Loreta Hamme
44916,9310,Michel Fuhrma
46266,9749,Albertina Cla
74104,3448,Valdemar Frei
38184,9310,Carol Presser
25548,9310,Umberto Ebert
54018,1881,Kalil Arnad
23936,3448,Cândida Grube
34144,1437,Bernarda Popp
34060,9749,Ariella Dai B
96392,9749,Jennifer De M
58065,9749,Gisela Alabar
1697,3448,Ângela Andrea
90092,3448,Gláuber Monte
22064,1437,Jaime Adam
68157,9749,Wilson Abarno
87072,3448,Brianne Alber
80747,3448,Pilar Ferreir
642,1881,Filipa Plasti
75510,9310,Isidora Aleja
51227,9310,Odila De More
32306,1437,Mateus Aiquel
66239,9310,Olívio Joen
6478,9310,Catarina Acch
90718,9749,Ceres Adamski
92677,1437,Carlota Luede
45525,9310,Salomé Afonso
58983,9310,Manoel Achter
22439,3448,Alaíde Andrea
1129,1437,Agatha Altima
92270,1881,Cosette Backe
29048,1881,Gérson Agra
42242,1881,Hilda De Abra
86902,1881,Breno Guimara
22089,1881,Sheilla Pache
7895,9749,Aloísio Auric
77349,1437,Teresa Munch
92173,9310,Amar Nunes
23667,9310,Antônia Leone
12408,9749,Loreta Ferrei
49210,1881,Sérgio Olivei
57903,1437,Daya Costa
49477,3448,Reneé Bianco
34072,1881,Gizelda Brueg
84537,1881,Marta Preissl
2871,9749,Ludmila Lumme
41781,9310,Felícia Funar
2987,3448,Márcio Grunec
23429,1881,Guilherme Fer
41521,1881,Osmar Alabarc
83872,1437,André Bonin
92267,1881,Leilah Albert
59025,9749,Virgínia Moli
99516,9310,Valdo Albergh
23625,9310,Michel Coch
44621,1881,Tarsila Franz
50512,1437,Paulo Artmann
57124,9310,Sônia Alzira
5451,9310,Manuelle Bene
28640,1881,Leonardo Dreh
50858,9310,Umberto Almei
51849,1437,Benjamim Esse
45779,3448,Glória Dinis
25188,3448,Nélson Argust
71034,9310,Cristiana Aba
80536,9310,Elba Alabarce
94457,9749,Adalberto And
17115,9310,Claudete Aito
2742,9310,Karina Bruck
86576,1881,Angel Albert
32550,3448,Gustavo Sique
19140,9310,Yvette Kurth
44480,3448,Jamal Kluge
52115,9749,Richard Acerb
59341,1437,Sarah Alleott
63365,3448,Clara Dos Oli
33047,3448,Cleide Przyby
54742,1881,Ícaro Kunze
55519,9749,Agatha Ahlert
51352,1881,Lina Julich
87706,1437,Kaila Alabarc
262,9749,Joy Adornetti
11178,9749,Kalil Powolny
45733,1881,Filipa Coutin
75764,9749,Nayana Marcon
82637,9310,Moysés Da Abd
90353,1881,Virgínia Bast
66291,9749,Tobias Albert
67594,9749,Halima Jung
10706,9310,Kaori Quartin
73102,9749,Ariela Amália
67110,1881,Maíra Baptist
69115,3448,Michele Hack
71203,1881,Layla Alexsan
82469,1437,Eloah Cardoso
12251,9310,Severo Alifre
32843,1437,Carmina Alfon
25762,1881,Carlota Drueg
9918,9310,Rodrigo Aliff
54504,9749,Augusta Gomes
82339,9310,Eric Trindade
35985,1437,Martha Fragos
2512,3448,Dipak Moeller
21696,9749,Dagmara Funck
40695,1881,Ágata Abele
13349,1881,Liza Braz
35258,3448,Aldine Hampe
84267,9749,Laila Muller
35321,9310,Madalena Prei
98599,3448,Abílio Nunes
35539,1437,Rafaella Nune
88216,9749,Amílcar Anzol
74847,1881,Diego Muench
29067,3448,Severo Almeid
11398,3448,Gabriela Tibi
45488,9749,Sandra Nuesse
40730,1881,Xaviera Duwel
24776,1437,Chloé Abdo
86067,1437,Yone Adilma
74553,9310,Clotildes Lud
26979,9310,Joana Agrello
29069,9749,Waldemir Prin
12529,3448,Cassandra Pir
53852,9749,Valentino Cav
9811,3448,Justino De Gu
41667,9749,Thaís Dinis
29149,1437,Susana Siquei
69998,9310,Ariela Gruber
38850,1437,Leona Prondzy
91809,9749,Romeu Brock
7749,1437,Fabiana Adure
16066,9749,Elizabeth Sil
96550,3448,Agostinho Ass
9571,9310,Keith E Breuc
33314,1881,Lorena Muench
2011,3448,Joelle Ostern
65981,9310,Ulisses Quart
75717,3448,Jônatas Alano
19749,9310,Barbra Loch
57773,9749,Waldomiro Kli
14803,1437,Elsa Travo
87771,1437,Biatriz uglio
66369,9749,Martim Albert
36145,9749,Bernarda Mott
30757,1881,Flávia Ostern
28139,1881,Luísa Brocker
84405,9310,Isabel De Amb
2955,9310,Jasmim Gomes
49207,9310,Maiara Dudzig
9929,9310,Ataúlfo Ancid
32051,9749,Vicente Acker
96557,9749,Liliana Adans
67720,9749,Dionise Acque
56725,1881,Vanderley Alb
76252,9749,Elizabeth Bal
48865,9310,Idalina Agne
6580,1437,Gisele Albana
36800,1437,Débora Aimee
11653,9310,Raísa Monica
22315,9749,Zilda Alzira
28609,1881,Lisandro Gabr
55749,9749,Nadine Ribeir
49604,9749,Edna Muller
46584,1881,Najma Artz
97031,1437,Tânia Eugem
44710,9749,Alda Lore
6447,9310,Adelberto Ari
1518,1437,Mariana Duoiv
56109,9749,Francesca Alz
39069,3448,Linette Franc
78901,3448,Jaime Abbad
83156,9310,Scarlet Alfre
48081,3448,Antonela Ardr
31152,9749,Aldaberto Nor
66068,1881,Leonora Albez
87058,9749,Oto Fuelber
38452,1437,Beth Adam
50473,3448,Matilda Alan
11420,3448,Theresa Bisac
81352,9749,Íris Albino
82422,9749, \ãó Aita
69879,9310,Gláuber Acost
95789,9749,Fabrizio Bata
17843,1437,Lívio Lutzenb
26751,1437,Astride Harzh
81116,9749,Mayara Albech
55251,3448,Reinaldo Agui
59706,9310,Gilberto Mura
38590,9749,Consuelo Agar
4226,9749,Ayrton Correa
30219,1881,Milena De Fra
18093,1437,Luiza Albert
56636,9749,Adão Adib
22152,3448,Lourdes Alves
63050,9749,Nayana Barseg
3998,1881,Valmir Brandt
88467,9749,Noemi Lima
70072,3448,Caetano Esser
76889,9749,Thales Alarcã
49317,9749,José Adams
22454,9310,Antônio Sacco
29613,3448,Danielle Bald
61974,9310,Ubaldo Joes
44355,1437,Denise Cunega
83626,9749,David Alaggio
12385,9310,Cloé Afonço
93386,1881,Alecsandra Ag
9018,9310,Leonardo Nune
31818,3448,Vilma Alves
16830,9749,Allegra Adams
44213,9310,Yoná Franke
40157,1881,Pilar Angélic
38053,1881,Haideé Abech
95444,9310,Veridiana Alo
88718,9749,Francesco Ayr
59681,3448,Hector Antoni
4017,1881,Anna Adam
30186,9749,Valquíria Bar
67263,3448,Pietro Abel
76868,9310,Gilberto Corn
4559,3448,Wendy Cristof
25853,3448,Midori Adams
62027,9310,Nicolas Clarc
52414,3448,Liliana Purpe
27386,9749,Gervásio Aguz
93769,9749,Susana Aguirr
75277,9310,Zuleika Nunes
36968,1881,Yoshi Barbier
31997,3448,Joaquim André
44608,9310,Joy Saccomano
76735,1437,Aloísio Almen
66670,1437,Marvin Albrec
60448,9749,Carlota Breie
67369,1881,Israel Amabil
1686,1437,Fernão Aguzzo
90199,1881,Balbina Aglia
81483,3448,Ingrid Burany
77371,3448,Waldemir Amen
36121,1881,Maya Koops
8801,1881,Augusto Amara
9526,3448,Doralice Lima
44093,9310,Cibele Pufal
43284,3448,Carlos Condor
31598,9749,Luiz Brendel
18264,1437,Jeremias Drue
56117,9749,Consuelo Meda
93129,3448,Claudete Bara
90568,9310,Leandra Almei
172,9749,Noel Alifredi
11008,9749,Alberta Anton
5204,1881,Roxane Monter
68600,1881,Benedita Piro
97629,9749,Bernarda Aner
67230,1881,Asha Arno
56895,1437,Magda Puhl
55747,1881,Manoela Duoiv
28123,9749,Ajit Alapont
63915,3448,Oliver Amaral
36172,1881,Fátima Egon
35904,1437,Sálvio Abrant
80503,1437,Daniela Baiml
53788,9749,Márcia Guerre
24966,1437,Cosette Amara
94540,9749,Carmelita Ane
48873,1881,Yvone Esterma
32068,9749,Aimée Acevedo
20657,3448,Valdemir Oliv
91247,1437,Camellia Preu
22104,1437,Cícero Agrifo
2963,3448,Dara Albers
5078,3448,Guálter Doxie
83173,1881,Joel Muller
21955,9310,Olívio Asis
16704,9749,Sálvio Fuhrma
95319,1881,Georgina Agat
24628,1881,Henry Brandst
47127,9749,Nilton Agusti
20909,9310,Vanessa Da Dr
68679,9310,Bruna Aretosi
5547,9310,Valentino Aca
3912,9310,Sidnei Siquei
44194,1881,Gervásio Agua
33840,1437,Carine Agusti
36930,3448,Jordão Aleksa
41113,9749,Valter Adams
69114,3448,Tamara Haimba
15814,3448,Beth Busato
8350,9749,Carine Rolim
11844,1437,Alexandra Agu
66631,3448,Lavínia Doxie
9997,9310,Bernadette Ha
84176,9749,Vando Antonit
70493,1437,Renato Acunha
98151,9749,Desirée Alleb
91020,1881,Gunther Achil
32497,1437,Karen Bacci
33062,9310,Justina Obsch
78526,3448,Félix Aggarba
62195,3448,Dagmar Guimar
49476,1437,Dênis Albin
94725,9310,Amar Da Alber
5010,1437,Janaína Aguir
6386,1881,Rômulo Alini
72593,9310,Augustina Gab
28311,9749,Aluísio Atti
3806,3448,Liza Aito
48633,1881,Maria Lotterm
22613,1437,Alec Albernan
13161,1437,Pietro Amaral
76493,1437,Lauro Kogler
10650,9749,Zenon Albers
38964,9749,Rosana Ackerl
88736,3448,Phillip Alban
23438,1437,Astride Da Ad
5707,3448,Camille Aguir
86366,1437,Dolores Arsil
85336,1881,Ilsa Justinia
46429,9749,Adriane Amara
83355,1437,Regiane Balza
47844,9310,Geraldo Klink
4924,1881,Ayumi Da Alan
94414,9749,Paloma Munhoz
96957,1881,Otto Duoivisi
20803,9749,Tarcísio Angé
24059,9310,Jacques De Gr
29789,3448,Ruy Munno
63877,1437,Nei Aguillar
44359,1881,Ingrid Aretos
54626,3448,Sérgio Lotter
71920,1437,Eric Guerreir
88711,9749,Indra Alberti
68917,9310,Noemi Muhle
13439,1437,Aldo Presser
51120,1437,Hector Condor
72608,9310,Ajit Alberton
96023,9749,Gilmar Aguirr
72699,1881,Daniel Allem
1879,1881,Lucila Abech
12398,1881,Renan Claraz
1352,9310,Theodoro Hack
46670,9749,Teresa Abujam
10828,1437,Mabel Giardin
65231,1881,Thiago Adames
91922,9310,Giulia Amaro
48029,1881,Éder Albernaz
7638,9310,Maíra Alci
82968,3448,Monique Hampe
33365,9310,Daniele Alaba
8232,1881,Nórton Aguirr
4839,1881,Sibele Ferrei
88571,3448,Telma Alves
94613,1437,Quitéria Adib
13540,3448,Yasmin Coutin
64605,3448,Mildred Gruze
9316,1881,Inácio Do Hal
73832,3448,Augusto Mieba
66520,9749,Erasmo Tibiri
57492,1437,Lilian Moser
50041,9310,Sheilla Atti
20309,1437,Cristiano Hey
91785,1881,Sarah Da Koel
1779,3448,Marly Breucha
1719,9310,Gita Aldino
40295,1881,Lavínia Koelz
69378,1881,Nélson De Abr
88645,1437,Simão Loch
69179,1437,Aldine Dos No
59812,9749,Giovanni Ange
26674,9749,Kalil Akselru
77742,9310,Thelma Fuelbe
72428,3448,Gonzalo Ardri
41950,9749,Pierre Acyoli
81127,3448,Norah Edelwei
91232,1881,Adalgisa Adal
97413,1437,Nicole Louzad
1312,1437,Basílio Arien
41652,3448,Júlio Akselru
70579,3448,Joana Doxie
4625,1881,Ugo Duarte
25241,3448,Jacy De Comin
21976,3448,Valentina Asm
44958,9310,Natanael Frei
9719,1881,Abelardo Haib
35515,1437,Adão Ayres
46254,1881,Dalton Aragao
23070,9749,Françoise Ago
63390,3448,Hadrián Macch
67771,1881,Wanderley And
27539,9310,Gaetano Cardo
12904,3448,Creuza E Macc
53956,1881,Capitu Vascon
99348,3448,Gisella Albis
19071,1881,Giselle Accur
1559,3448,Glenda Adrian
38167,1881,Mateus Albuqu
21287,3448,Latifa Abele
90203,3448,Agostinho Anc
29568,1437,Alexandra  Ci
21535,1437,Diva Giardino
56056,9749,Josias Agarra
1177,1881,Ciro Ahsmann
77574,1881,Magda Friedri
54516,9310,Késia Hackenh
59064,1881,Jacira Fioren
29662,1437,Matilda Adans
52117,9310,Daya Heydrich
50520,1437,Pietro Albier
20647,3448,Doralice Begn
54869,3448,Meire Abreu
61014,1881,Ada Borrella
30576,1437,Branca Nigro
27602,3448,Cloé Quartin
62784,1881,Ruy Brito
41687,9749,Alaíde Da Mun
74876,1437,Clair Aimi
3828,1437,Jacira Assoli
13327,9310,Dorotéa Aires
79100,1881,Areta Kowalsk
43683,9749,Dulcineia Alm
20769,1437,Raj Eugem
13940,9310,Wanderley Aks
9089,9310,Mayra  Aesse
9305,9749,Clarice Eyndh
89100,1881,Norma Agrifog
89420,9749,Yuri Agner
80729,1437,Zacarias Adan
49380,1881,Pedro Brudzam
9280,3448,Tânia Klippel
79117,9749,Miguel Aroua
15745,1437,Jasmine Algai
12286,1881,Zenon Bruno
60371,1437,Michaella Alb
71719,1437,Dalva Affonso
31612,1881,Karim Trindad
30373,3448,Melinda Barbo
39976,9310,Roberto Coch
85586,1881,Dorothy Brueh
21244,9749,Vinícius Buta
32939,1881,Eliza Aggarba
30380,9310,Nilse Albergh
77134,9310,Astride Corne
28480,3448,Miguel Parent
13016,3448,Zélia Marcond
1085,9310,Donata Abreu
28802,3448,Marisa Dinis
12086,9749,Cândida Clara
43815,9749,Mara Albeza
98691,3448,Manu Andrade
91185,9310,Wagner Albis
90849,9749,Teo Oliveira
63628,1437,Gisela Messia
34732,9310,Clara Acyoli
93489,1437,Alaíde Adrian
31994,9310,Alzira Friedr
92792,9310,Larissa Alber
43648,1881,Latifa Hampel
19149,9749,Karina Amadei
2361,9749,Dorothy Trind
64035,9749,Cibele Abranc
83918,1881,Agatha Bacham
66159,1881,Filippo De Mo
8285,1437,Lina Piza
6251,9310,Benito Abdo
24494,9749,Célia Haimböc
96807,3448,Dinah Adornes
87558,1881,Shen Almeida
18273,1437,Valdemir Roch
30880,1437,Nataniel Agus
8611,1437,Viviane Adans
99533,9749,Isabella Prit
28567,9749,César Ahrens
80813,1437,Joy Arci
70295,9310,Latifa Aguzzo
55793,3448,Melinda Bruno
61958,1437,Raphael Olive
82560,9310,Alexandra Siq
11842,9310,Serafim Harts
55845,9749,Jandira Cafar
42820,9749,Celeste Lumme
5353,1437,Yasmin Fritz
67482,9749,Ludmila Porco
46546,3448,Laerte Ahrem
82683,1881,Gisele Balzac
63614,1881,Dhara Alberno
1004,1437,Lauro Adib
22792,1437,Gina Hilbig
49354,3448,Alda uglio
27158,1437,Teodoro Amara
47957,1881,Lila Agostin
86149,3448,Martim Nunes
38035,1881,Liliane Freit
66904,1881,Nívia Ataliba
49300,9310,Cristal Barbi
63757,1881,Christian Bar
88723,9749,Felipe Clarck
40984,1881,Jandira Bonis
92965,9310,Jacy Agra
47125,9310,Oto Brino
65901,9749,Anísio Andrad
83579,9749,Flora Adao
49929,1881,Bernardo Knei
8044,1881,Letícia Ayres
59270,9749,Onofre Muti
37074,1437,Danilo Claraz
42491,9310,Dara Barabani
853,1881,Antonieta Vie
9300,9310,Raul Adão
21642,3448,Denice Ackerm
38178,3448,Jandir Alexan
54475,1881,Chiara Giardi
14977,9310,Severo Abdala
23147,1881,Asha Castilho
6692,3448,Jeremias Nied
19421,9749,Aguinaldo Bru
71917,9749,Georgiana Ara
77170,9749,Nataniel Pozz
68011,1881,Victor Adolph
74056,3448,Lara Brendel
55829,9749,Josias Guimar
3216,1437,Gustavo Berna
20344,1437,Hugo Alaggio
74137,1881,Mírian Meyer
92917,1437,Vivien Alvare
4382,9310,Hadrián Monta
66479,1437,Sílvio Harry
4768,9749,Bernardino Ag
92712,1437,Nuno Gruneck
3493,9310,Clarice Andra
3431,3448,Elsa Frederic
58497,9749,Manuela Braz
24836,9310,Leônidas Altr
43915,1881,Dorothy Acchu
41625,9310,Silvana Juone
98087,3448,Leona Powolny
28936,1881,Cilene Albina
71883,1881,Airton Albern
91924,1437,Lizandra Port
5920,1437,Giorgio Da Ol
46705,1437,Nereu Carlo
30103,1881,Tassiana Cala
10210,1437,Jacira Mattei
56559,3448,Dulcineia Bra
72439,1437,Carla Haarsti
60007,9310,Dênis Carlo
49095,3448,Jacyra Agra
78035,9310,Alberta Porta
40179,1881,Blanche Abech
7315,1881,Humberto Abra
68458,1437,Emília Aguill
79339,1437,Calixto Abele
37307,3448,Andreza Abdal
26475,1881,Juarez Agosto
30293,9749,Bernarda Agui
88840,3448,Jefferson Gon
3987,9749,Raquel Altoma
73328,1437,Anastasia Mor
1465,1437,Aparecida Zov
73836,1881,Balbina Bruck
68402,3448,Xavier Cunha
63025,1437,Jenifer Cabra
27210,3448,Amanda Accurs
75802,1881,Shirlei Fried
17479,1437,Valério Polit
63711,9749,Michele Bade
54784,9310,Amadeus Madei
95388,1881,Diana Acevedo
12943,9749,Dione Alcemar
54412,1437,Dara Albernan
56329,1437,Lúcio Alderic
42374,9749,Baltazar Prob
71688,9749,Brígida Prett
31930,1881,Conrado Aguil
98932,1437,Marcele Bron
34739,1437,Lizandro Amar
49092,9749,Frederico Abb
34774,1881,Isidoro Ahren
38264,3448,Vera Benedict
2459,3448,Gita Adami
60010,9749,Filipe Achile
1530,9749,Maomé Alcemar
46545,9310,Eva De Traudo
30076,3448,Leonardo Affo
13513,9310,Noemi Silva
89775,1437,Filipa Cirne
12872,3448,Olímpio Abbot
69547,9749,Norma Arnold
65065,9749,César Dreyer
97155,3448,Lucy Albers
10696,3448,Adolfo Alenca
30548,9310,Marianne Kuss
63712,1881,Catherine E H
37905,9749,Phillippe Fer
26253,3448,Aluísio Ahler
49959,9310,Vanda Ahlert
2952,1881,Mírian Andrad
81037,9310,Xavier Barbie
31879,1437,Carmem Albern
97284,3448,Reynaldo Frie
83552,3448,Emma Freitas
97845,1881,Adhemar Alber
39658,9749,Augustine Abr
33484,3448,Adélia Alécio
29123,9310,Blanche Hartz
33467,9310,Dulce Rezende
37067,3448,Ismael Adami
31854,9749,Serena Accurs
81173,1437,Olívio Bruhel
92377,9310,Salim Altrovi
85230,9749,Benedita Oyar
31258,3448,Arlene Guevar
4504,9749,Luiz Salgado
31625,9749,Leonor Kussle
96220,9749,Naomi Aresani
91890,1881,Andreza Haras
52071,3448,Moema Basto
46573,1437,Daria Muench
14088,1881,Nicole Harbic
56006,3448,Reneé Michel
69898,9310,Andréia Adorn
27714,9310,Camilo Albier
3836,9310,Waldo Adani
67850,1437,Luzia Cornier
99334,9310,Jamila Mancin
1789,9749,Beatrice Bran
75918,1437,Henriqueta Ba
1667,3448,Matheus Baiml
83403,9749,Elaine Aguzzo
43474,9749,Mirna De Dona
29311,9310,Dominique Ise
47895,9749,Dulcineia Dai
36197,9310,Alcides Alarc
47551,9749,Felício Gruen
1324,1437,Guiomar Guima
14596,1437,Angélica Samp
94690,9310,Herculano Luc
48137,9310,Suely De Guet
40095,9749,Olívia Bunze
5252,3448, \ãó Adolphs
22904,1881,Scarlet Dai A
20202,1437,Ivete Crusius
49817,3448,Benedicto Afo
31583,1881,Mauro Antoni
54169,1437,Céline Atti
34866,1437,Alcione Braun
54799,1881,Aldine Pirozz
28153,1437,Valentim Crus
15782,3448,Mildred Zovi
2850,1881,César Minck
9880,1437,Tomé Moeller
73196,9749,Gunther Lutz
86544,9749,Izabela Harre
9695,1881,Grace Julich
35586,1881,Lia Grã Agost
58772,9749,Mabel Prandzy
81818,9310,Mateus Artman
3643,9749,Ayrton Meyer
72624,9749,Émerson Misus
34979,9310,Alessandra Al
41686,9749,Wanessa Hulse
19134,9749,Gilson Camard
67707,1881,Gina Breier
38747,9310,Esmeralda Haa
88910,1437,Manuel Antone
28900,9310,Gláuber Bruge
64292,1881,Astride Hilde
